i,j,point_id_i,point_id_j,value
0,1,164,167,-8.960108971223235e-05
0,2,164,165,-0.002481629839166999
0,3,164,92,-0.0031095221638679504
0,4,164,186,-0.00219736504368484
0,5,164,57,-0.0005037596565671265
0,6,164,43,-0.0014091298216953874
0,7,164,106,1.3454390682454687e-05
0,8,164,182,-0.0003664689720608294
0,9,164,83,-8.196950511774048e-05
0,10,164,18,0.00012191938003525138
0,11,164,200,-0.00016132563177961856
0,12,164,201,-2.754292836470995e-05
0,13,164,194,-0.001046587247401476
0,14,164,204,-0.0006982513586990535
0,15,164,202,-0.0009697008645161986
0,16,164,212,-0.0023741358891129494
0,17,164,216,-0.0008423748658969998
0,18,164,206,-0.0033045473974198103
0,19,164,203,-0.003167069749906659
0,20,164,207,-0.0003414521925151348
0,21,164,205,-0.0012010837672278285
0,22,164,98,-0.0013677465030923486
0,23,164,97,-0.0007753988611511886
0,24,164,393,0.00027671782299876213
0,25,164,391,-0.00030571865499950945
0,26,164,322,6.12712319707498e-05
0,27,164,410,9.84898506430909e-05
0,28,164,287,-0.0007636223454028368
0,29,164,273,-1.9337308913236484e-05
0,30,164,335,-0.0005514146178029478
0,31,164,406,-0.0004096917691640556
0,32,164,313,-0.0003107952361460775
0,33,164,421,-0.00035234642564319074
0,34,164,418,0.00028629100415855646
0,35,164,424,-0.00015292146417777985
0,36,164,422,0.00022410397650673985
0,37,164,432,-0.0006185630918480456
0,38,164,436,-0.0001348775695078075
0,39,164,426,-0.00021151533292140812
0,40,164,423,-0.00021740462398156524
0,41,164,427,-0.00016818112635519356
0,42,164,425,-0.00030464204610325396
0,43,164,327,-0.001147893606685102
0,44,164,326,-0.00012871767103206366
0,45,164,0,-3.477557038422674e-05
0,46,164,37,8.886091382009909e-05
0,47,164,39,0.0003099328314419836
0,48,164,40,-0.0005166122573427856
0,49,164,185,-0.0004158828523941338
0,50,164,61,0.00022920632909517735
0,51,164,146,0.00010806851787492633
0,52,164,91,0.00015802003326825798
0,53,164,181,9.182894427794963e-05
0,54,164,84,0.0001821506448322907
0,55,164,17,-0.0005739527405239642
0,56,164,11,-0.0004333685210440308
0,57,164,72,0.00024510332150384784
0,58,164,73,3.4404558391543105e-05
0,59,164,74,-0.00026753556448966265
0,60,164,184,-0.00027080992003902793
0,61,164,77,0.00021189998369663954
0,62,164,90,7.382658804999664e-05
0,63,164,180,3.01900854537962e-05
0,64,164,85,0.0002662294136825949
0,65,164,16,-0.0007413680432364345
0,66,164,12,-0.000515747640747577
0,67,164,38,8.257976151071489e-05
0,68,164,41,-0.00022218097001314163
0,69,164,42,-0.0002263493515783921
0,70,164,96,0.00012460634752642363
0,71,164,89,9.775660146260634e-05
0,72,164,179,0.00021869168267585337
0,73,164,86,-7.457324682036415e-05
0,74,164,15,-0.0009420935530215502
0,75,164,13,-5.679842797690071e-05
0,76,164,82,9.153617429547012e-05
0,77,164,81,0.00017213587125297636
0,78,164,80,-0.00019592081662267447
0,79,164,191,5.405288175097667e-05
0,80,164,78,-0.0003631499130278826
0,81,164,95,0.00022701708076056093
0,82,164,88,0.00014894430933054537
0,83,164,178,3.273032052675262e-05
