0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.5097394,1.14553,0.30827332,-0.64021134,-0.051124096,0.45643902,0.25868845,0.45643902,-0.04160118,-0.6125543,0.30827308,1.1455302,0.5097394,0.0073468685
0.0,0.0,0.5097394,1.14553,0.30827332,-0.64021134,-0.051124096,0.4564395,0.25868845,0.45643902,-0.04160118,-0.6125543,0.30827308,1.1455302,0.5097394,0.0
0.5097394,0.5097394,0.0,0.63579065,-0.2014662,-1.1499506,-0.56086326,-0.053299904,-0.25105095,-0.05330038,-0.5513401,-1.1222936,-0.2014662,0.63579077,0.0,0.0
1.14553,1.14553,0.63579065,0.0,-0.8372569,-1.7857413,-1.1966541,-0.6890907,-0.88684154,-0.68909097,-1.1871309,-1.7580843,-0.8372569,1.1920929e-07,-1.1920929e-07,0.019046307
0.30827332,0.30827332,-0.2014662,-0.8372569,0.0,-0.9484844,-0.35939717,0.14816594,-0.049584866,0.1481657,-0.34987402,-0.9208274,-4.004687e-08,0.0,0.055313945,0.07436013
-0.64021134,-0.64021134,-1.1499506,-1.7857413,-0.9484844,0.0,0.5890873,1.0966506,0.8988998,1.0966504,0.59861046,0.0,8.940697e-08,0.0017162561,0.05703008,0.07607651
-0.051124096,-0.051124096,-0.56086326,-1.1966541,-0.35939717,0.5890873,0.0,0.50756323,0.30981243,0.507563,0.0,2.3841858e-07,-0.027656794,-0.025940657,0.029373169,0.048419476
0.45643902,0.4564395,-0.053299904,-0.6890907,0.14816594,1.0966506,0.50756323,0.0,-0.1977508,-2.3841858e-07,1.1920929e-07,-0.009522915,-0.037179947,-0.03546357,0.019850254,0.03889656
0.25868845,0.25868845,-0.25105095,-0.88684154,-0.049584866,0.8988998,0.30981243,-0.1977508,0.0,0.0,0.014693618,0.0051705837,-0.022486448,-0.020770073,0.034543514,0.05358982
0.45643902,0.45643902,-0.05330038,-0.68909097,0.1481657,1.0966504,0.507563,-2.3841858e-07,0.0,0.0,0.014693618,0.0051705837,-0.022486448,-0.020770073,0.034543514,0.05358982
-0.04160118,-0.04160118,-0.5513401,-1.1871309,-0.34987402,0.59861046,0.0,1.1920929e-07,0.014693618,0.014693618,0.0,-0.009522915,-0.037179947,-0.03546381,0.019850016,0.038896084
-0.6125543,-0.6125543,-1.1222936,-1.7580843,-0.9208274,0.0,2.3841858e-07,-0.009522915,0.0051705837,0.0051705837,-0.009522915,0.0,-0.027656943,-0.025940776,0.02937305,0.048419476
0.30827308,0.30827308,-0.2014662,-0.8372569,-4.004687e-08,8.940697e-08,-0.027656794,-0.037179947,-0.022486448,-0.022486448,-0.037179947,-0.027656943,0.0,0.0017161667,0.05703008,0.07607651
1.1455302,1.1455302,0.63579077,1.1920929e-07,0.0,0.0017162561,-0.025940657,-0.03546357,-0.020770073,-0.020770073,-0.03546381,-0.025940776,0.0017161667,0.0,0.055313945,0.07436013
0.5097394,0.5097394,0.0,-1.1920929e-07,0.055313945,0.05703008,0.029373169,0.019850254,0.034543514,0.034543514,0.019850016,0.02937305,0.05703008,0.055313945,0.0,0.019046307
0.0073468685,0.0,0.0,0.019046307,0.07436013,0.07607651,0.048419476,0.03889656,0.05358982,0.05358982,0.038896084,0.048419476,0.07607651,0.07436013,0.019046307,0.0
