i,j,point_id_i,point_id_j,value
0,1,10,109,-0.0002000232634600252
0,2,10,67,-0.0007331508095376194
0,3,10,103,-0.003475724719464779
0,4,10,54,-0.0037073714192956686
0,5,10,151,-0.00011816454934887588
0,6,10,108,-0.0008338108891621232
0,7,10,69,-0.0009085366036742926
0,8,10,104,-0.0017994149820879102
0,9,10,68,-0.0027141289319843054
0,10,10,338,-0.0026065611746162176
0,11,10,297,-0.007904385216534138
0,12,10,332,0.0012325423303991556
0,13,10,284,-0.00048023235285654664
0,14,10,337,-0.00283577642403543
0,15,10,299,-0.0032410938292741776
0,16,10,333,0.0008068945608101785
0,17,10,298,0.0008597974665462971
0,18,10,107,-0.00249642226845026
0,19,10,66,-0.0033598176669329405
0,20,10,105,-0.002679693978279829
0,21,10,63,-0.0018590197432786226
0,22,10,70,-0.0022298013791441917
0,23,10,55,-0.0016282587312161922
0,24,10,65,-0.002653889125213027
0,25,10,52,-0.0025559563655406237
0,26,10,53,-0.0037100128829479218
0,27,10,46,-0.0009298448567278683
0,28,10,336,-0.00012029948265990242
0,29,10,296,-0.0013813016703352332
0,30,10,334,-0.0009042530437000096
0,31,10,293,-0.0026129866018891335
0,32,10,300,-0.0028277079109102488
0,33,10,285,-0.0011335087474435568
0,34,10,295,-0.0038226277101784945
0,35,10,282,-0.0022014882415533066
0,36,10,283,-0.0017939209938049316
0,37,10,276,-0.0019235917134210467
0,38,10,189,0.002232713857665658
0,39,10,221,-0.0009293752373196185
0,40,10,222,-0.002164865145459771
0,41,10,223,-0.000978154712356627
0,42,10,224,-0.000743484531994909
0,43,10,225,6.729970891683479e-07
0,44,10,113,8.986539614852518e-05
0,45,10,226,0.00027845194563269615
0,46,10,31,0.00048539109411649406
0,47,10,228,0.0009238659986294806
0,48,10,229,0.0005356508772820234
0,49,10,230,-0.00023040871019475162
0,50,10,231,0.00046526911319233477
0,51,10,232,7.665795419597998e-05
0,52,10,233,-5.201135718380101e-05
0,53,10,244,-0.00016592341125942767
0,54,10,190,0.0009983940981328487
0,55,10,56,-0.0008376904879696667
0,56,10,28,-0.0012302558170631528
0,57,10,27,-0.001117305364459753
0,58,10,29,0.001629204605706036
0,59,10,30,0.0019233404891565442
0,60,10,130,5.5847402109066024e-05
0,61,10,25,0.0011260641040280461
0,62,10,110,0.00036667808308266103
0,63,10,24,-9.118001798924524e-06
0,64,10,23,-0.0006872457452118397
0,65,10,22,0.003503854386508465
0,66,10,26,0.003864596365019679
0,67,10,112,0.003186184447258711
0,68,10,133,0.00013543959357775748
0,69,10,413,-0.0006999547476880252
0,70,10,441,-0.002567640505731106
0,71,10,442,-0.0032491337042301893
0,72,10,443,0.0005461386754177511
0,73,10,444,0.0005275444127619267
0,74,10,445,-0.0019452869892120361
0,75,10,342,0.0002994957903865725
0,76,10,446,0.0009716532658785582
0,77,10,261,0.0008489033789373934
0,78,10,448,0.001259584678336978
0,79,10,449,0.0008919087122194469
0,80,10,450,-0.00010354891855968162
0,81,10,451,-0.00010509374260436743
0,82,10,452,-0.00024802330881357193
0,83,10,453,-0.00047256311518140137
0,84,10,464,0.0002115087554557249
0,85,10,414,-0.0013290148926898837
0,86,10,286,-0.0005689706304110587
0,87,10,258,-0.003755388082936406
0,88,10,257,0.00067617476452142
0,89,10,259,0.0007667832542210817
0,90,10,260,0.0012934828409925103
0,91,10,359,-0.0017656934214755893
0,92,10,255,-0.0014705467037856579
0,93,10,339,0.0011603961465880275
0,94,10,254,3.234051473555155e-05
0,95,10,253,-0.00017323321662843227
0,96,10,252,-0.0008013529586605728
0,97,10,256,-0.00015686472761444747
0,98,10,341,-0.0008429303416050971
0,99,10,362,-0.0006668707355856895
0,100,10,155,0.0011425785487517715
0,101,10,173,-0.0006506713689304888
0,102,10,157,-0.0009365364094264805
0,103,10,158,-0.0016655292129144073
0,104,10,159,0.0008101527346298099
0,105,10,160,0.0006143933278508484
0,106,10,161,0.000985324615612626
0,107,10,246,-0.001102291396819055
0,108,10,33,-0.0006920503219589591
0,109,10,7,-0.0007127545541152358
0,110,10,163,-0.0012729245936498046
0,111,10,144,-0.001035911263898015
0,112,10,145,0.001899397000670433
0,113,10,153,0.0036230506375432014
0,114,10,154,0.0062606786377727985
0,115,10,382,-0.0009369431645609438
0,116,10,398,-0.0013588112778961658
0,117,10,384,-0.00023725155915599316
0,118,10,385,-0.0008770018466748297
0,119,10,386,-0.004958766046911478
0,120,10,387,-0.008082708343863487
0,121,10,388,-0.003269942943006754
0,122,10,466,0.0013433198910206556
0,123,10,263,-0.005096072796732187
0,124,10,249,-0.006427518557757139
0,125,10,390,0.0002790565195027739
0,126,10,373,-1.3610718269774225e-05
0,127,10,374,-0.006006554234772921
0,128,10,380,-0.0012010970385745168
0,129,10,381,-0.0007998665096238256
0,130,10,470,0.005738061387091875
0,131,10,471,0.006904667243361473
0,132,10,472,0.007642232347279787
0,133,10,469,0.004455495160073042
0,134,10,468,0.00606318935751915
0,135,10,475,-0.008029413409531116
0,136,10,476,0.0002660485915839672
0,137,10,477,0.0004781224997714162
0,138,10,474,0.008409115485846996
0,139,10,473,-0.006344740744680166
0,140,10,9,0.00102415238507092
0,141,10,8,0.0007749664364382625
0,142,10,6,0.0021071848459541798
0,143,10,197,0.004513717256486416
0,144,10,195,0.004801033064723015
0,145,10,5,-0.001472842413932085
0,146,10,4,-0.009541996754705906
0,147,10,1,-0.01031650509685278
0,148,10,193,-0.0012509989319369197
0,149,10,122,0.0006841067806817591
0,150,10,196,-0.0010788749204948545
0,151,10,3,0.008093967102468014
0,152,10,51,0.007381116971373558
0,153,10,45,0.006476590875536203
0,154,10,44,-0.0015956931747496128
0,155,10,245,0.000332995638018474
0,156,10,188,0.0004356933350209147
