0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
0.1887343,0.1887343,0.0,0.16198629,0.21963769,0.16198623,0.0,0.1887343,0.1887343,0.1887343,0.37928396,0.5398734,0.5976574,0.5398735,0.37928396,0.1887343
0.35072058,0.35072058,0.16198629,0.0,0.0576514,5.9604645e-08,0.16198629,0.35072058,0.35072058,0.35072058,0.54127026,0.7018597,0.7596437,0.7018598,0.54127026,0.35072058
0.40837198,0.40837198,0.21963769,0.0576514,0.0,0.05765146,0.21963769,0.40837198,0.40837198,0.40837198,0.59892166,0.7595111,0.8172951,0.7595112,0.59892166,0.40837198
0.35072052,0.35072052,0.16198623,5.9604645e-08,0.05765146,0.0,0.16198623,0.35072052,0.35072052,0.35072052,0.5412702,0.70185965,0.7596436,0.7018597,0.5412702,0.35072052
0.1887343,0.1887343,0.0,0.16198629,0.21963769,0.16198623,0.0,0.1887343,0.1887343,0.1887343,0.37928396,0.5398734,0.5976574,0.5398735,0.37928396,0.1887343
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
0.19054967,0.19054967,0.37928396,0.54127026,0.59892166,0.5412702,0.37928396,0.19054967,0.19054967,0.19054967,0.0,0.16058946,0.21837342,0.16058952,0.0,0.19054967
0.35113913,0.35113913,0.5398734,0.7018597,0.7595111,0.70185965,0.5398734,0.35113913,0.35113913,0.35113913,0.16058946,0.0,0.05778396,5.9604645e-08,0.16058946,0.35113913
0.4089231,0.4089231,0.5976574,0.7596437,0.8172951,0.7596436,0.5976574,0.4089231,0.4089231,0.4089231,0.21837342,0.05778396,0.0,0.0577839,0.21837342,0.4089231
0.3511392,0.3511392,0.5398735,0.7018598,0.7595112,0.7018597,0.5398735,0.3511392,0.3511392,0.3511392,0.16058952,5.9604645e-08,0.0577839,0.0,0.16058952,0.3511392
0.19054967,0.19054967,0.37928396,0.54127026,0.59892166,0.5412702,0.37928396,0.19054967,0.19054967,0.19054967,0.0,0.16058946,0.21837342,0.16058952,0.0,0.19054967
0.0,0.0,0.1887343,0.35072058,0.40837198,0.35072052,0.1887343,0.0,0.0,0.0,0.19054967,0.35113913,0.4089231,0.3511392,0.19054967,0.0
