i,j,point_id_i,point_id_j,value
0,1,10,109,-0.0015470576472580433
0,2,10,67,-0.0012524798512458801
0,3,10,103,-0.0012226892868056893
0,4,10,54,-0.002144876401871443
0,5,10,151,-0.00031135641620494425
0,6,10,108,-0.001993761397898197
0,7,10,69,-0.00277387211099267
0,8,10,104,-0.0019647651351988316
0,9,10,68,-0.00017376245523337275
0,10,10,338,-0.0013737226836383343
0,11,10,297,-0.0011819100473076105
0,12,10,332,-0.002799268579110503
0,13,10,284,-0.0031039135064929724
0,14,10,337,-0.0012713908217847347
0,15,10,299,-0.002569082658737898
0,16,10,333,-0.0022109178826212883
0,17,10,298,-0.002302245469763875
0,18,10,107,-0.002245415700599551
0,19,10,66,0.00046812224900349975
0,20,10,105,-0.0012390709016472101
0,21,10,63,0.00041137763764709234
0,22,10,70,6.143903738120571e-05
0,23,10,55,-0.0010552782332524657
0,24,10,65,-0.00397078413516283
0,25,10,52,-0.001979156630113721
0,26,10,53,3.423124871915206e-05
0,27,10,46,-0.0008262343471869826
0,28,10,336,-0.002007139381021261
0,29,10,296,-0.0012223187368363142
0,30,10,334,-0.002878469880670309
0,31,10,293,-0.0020993216894567013
0,32,10,300,-0.00321212993003428
0,33,10,285,-0.002167660742998123
0,34,10,295,-0.002895290730521083
0,35,10,282,-0.001882686628960073
0,36,10,283,-0.0014027165016159415
0,37,10,276,-0.0016932623693719506
0,38,10,189,-0.003071906277909875
0,39,10,221,-0.001527876709587872
0,40,10,222,-0.004476503003388643
0,41,10,223,-0.0011233374243602157
0,42,10,224,-0.0007524927495978773
0,43,10,225,-0.0013030548579990864
0,44,10,113,-0.0008349050185643137
0,45,10,226,-0.00017279695020988584
0,46,10,31,0.001461572595871985
0,47,10,228,-0.0005055047804489732
0,48,10,229,0.0008992096991278231
0,49,10,230,-0.0002513161161914468
0,50,10,231,-0.001925789169035852
0,51,10,232,-0.0020401589572429657
0,52,10,233,-0.0010068955598399043
0,53,10,244,0.0007786190253682435
0,54,10,190,-0.001022494281642139
0,55,10,56,-0.0021943727042526007
0,56,10,28,-0.0012850428465753794
0,57,10,27,-0.001344664953649044
0,58,10,29,-0.001186528941616416
0,59,10,30,-0.0009034154354594648
0,60,10,130,0.0004178251256234944
0,61,10,25,0.0032528156880289316
0,62,10,110,0.001473761280067265
0,63,10,24,-0.0011566940229386091
0,64,10,23,-0.0012016092659905553
0,65,10,22,0.0003792901406995952
0,66,10,26,-0.0006784868892282248
0,67,10,112,-0.0007617812952958047
0,68,10,133,-0.0001910595310619101
0,69,10,413,-0.0008830318693071604
0,70,10,441,-0.0020632233936339617
0,71,10,442,-0.0026936582289636135
0,72,10,443,-0.0009865218307822943
0,73,10,444,-0.0029175709933042526
0,74,10,445,-0.0031043875496834517
0,75,10,342,-0.000634696101769805
0,76,10,446,-0.0004902980872429907
0,77,10,261,-0.0005624350742436945
0,78,10,448,-0.002269207499921322
0,79,10,449,-0.00224665948189795
0,80,10,450,-0.0004504971147980541
0,81,10,451,-0.0011281772749498487
0,82,10,452,-0.0009982201736420393
0,83,10,453,0.0015345789724960923
0,84,10,464,-0.00034158097696490586
0,85,10,414,-3.580638440325856e-05
0,86,10,286,4.699644341599196e-05
0,87,10,258,-0.0026844190433621407
0,88,10,257,-0.001364154857583344
0,89,10,259,-0.0012577810557559133
0,90,10,260,-0.0005965950549580157
0,91,10,359,-0.00014467113942373544
0,92,10,255,0.00039775314508005977
0,93,10,339,-0.00032954243943095207
0,94,10,254,-0.002178745809942484
0,95,10,253,-0.0012943047331646085
0,96,10,252,-0.0009331574547104537
0,97,10,256,-0.0012503686593845487
0,98,10,341,0.0002292161516379565
0,99,10,362,-5.5181535572046414e-05
0,100,10,155,-0.0006602822104468942
0,101,10,173,-0.00044366123620420694
0,102,10,157,-0.0006814272492192686
0,103,10,158,-0.000939780380576849
0,104,10,159,-0.001050865394063294
0,105,10,160,-0.00036963389720767736
0,106,10,161,-0.00012912950478494167
0,107,10,246,0.001916305162012577
0,108,10,33,0.0005876508075743914
0,109,10,7,0.002203617012128234
0,110,10,163,0.0004122672835364938
0,111,10,144,-0.00036366074346005917
0,112,10,145,-0.0004836040607187897
0,113,10,153,0.0005376957124099135
0,114,10,154,-0.0012793565401807427
0,115,10,382,-0.0003175761958118528
0,116,10,398,0.0016001116018742323
0,117,10,384,-0.0001821687474148348
0,118,10,385,-0.0035845316015183926
0,119,10,386,-0.0021202457137405872
0,120,10,387,-0.005816491786390543
0,121,10,388,-0.0018226823303848505
0,122,10,466,-0.0012685406254604459
0,123,10,263,0.00034579861676320434
0,124,10,249,-0.0015790321631357074
0,125,10,390,-5.863012484041974e-05
0,126,10,373,-0.0013456054730340838
0,127,10,374,0.0016058769542723894
0,128,10,380,-0.0016714592929929495
0,129,10,381,-0.0012564329663291574
0,130,10,470,0.0015570636605843902
0,131,10,471,0.0013834279961884022
0,132,10,472,-0.002859079744666815
0,133,10,469,0.014179803431034088
0,134,10,468,0.0004269274650141597
0,135,10,475,-0.0012553975684568286
0,136,10,476,-0.0018026705365628004
0,137,10,477,-0.002531646750867367
0,138,10,474,0.0026678687427192926
0,139,10,473,-0.0008930314797908068
0,140,10,9,-0.0016449412796646357
0,141,10,8,-0.0004944174434058368
0,142,10,6,0.0013909534318372607
0,143,10,197,0.0021254760213196278
0,144,10,195,-0.0006801094859838486
0,145,10,5,-0.00021264336828608066
0,146,10,4,-4.773046839545714e-06
0,147,10,1,0.0007708364282734692
0,148,10,193,0.0006405710591934621
0,149,10,122,-0.0027703524101525545
0,150,10,196,-0.004173111170530319
0,151,10,3,-0.0011081264819949865
0,152,10,51,0.00338270072825253
0,153,10,45,0.009191066958010197
0,154,10,44,0.0073506515473127365
0,155,10,245,-0.0014233121182769537
0,156,10,188,-0.0024643593933433294
0,157,10,174,-0.004411391913890839
0,158,10,236,-0.005158448591828346
0,159,10,134,-0.0037799121346324682
0,160,10,220,-0.0045515745878219604
0,161,10,217,-0.0037764371372759342
0,162,10,198,-0.004458355251699686
0,163,10,131,-0.0038357414305210114
0,164,10,115,0.0008958392427302897
0,165,10,209,-0.0005118450499139726
0,166,10,49,-0.002802792703732848
0,167,10,48,-0.0005425656563602388
0,168,10,417,0.0010518386261537671
0,169,10,351,0.0018420960986986756
0,170,10,419,0.003984752576798201
0,171,10,248,0.004965196363627911
0,172,10,281,0.0022009124513715506
0,173,10,275,-0.003447591094300151
0,174,10,274,-0.0011750516714528203
0,175,10,465,0.001331221777945757
0,176,10,412,0.0025233787018805742
0,177,10,399,0.0036940036807209253
0,178,10,456,0.003327811835333705
0,179,10,363,0.00202940939925611
0,180,10,440,-0.0018672330770641565
0,181,10,437,0.00491096917539835
0,182,10,420,0.0017473978223279119
0,183,10,360,-0.001973045989871025
0,184,10,344,-0.0026097658555954695
0,185,10,429,0.005534416995942593
0,186,10,279,-0.0002838948566932231
0,187,10,278,-0.004917316138744354
0,188,10,164,-0.0001674928644206375
0,189,10,167,0.0006871239165775478
0,190,10,165,2.3426491679856554e-05
0,191,10,92,0.0002012303884839639
0,192,10,186,-0.0007236564415507019
0,193,10,57,-0.0014527055900543928
0,194,10,43,-0.0042491331696510315
0,195,10,106,-1.0048034710052889e-05
0,196,10,182,7.96265339886304e-06
0,197,10,83,0.001521055237390101
0,198,10,18,-0.0003020450531039387
0,199,10,200,0.0006016333354637027
0,200,10,201,0.00016602087998762727
0,201,10,194,0.0001710723590804264
0,202,10,204,0.000260815373621881
0,203,10,202,3.3519583666929975e-05
0,204,10,212,9.12934701773338e-05
0,205,10,216,0.00021830076002515852
0,206,10,206,-0.0002857359068002552
0,207,10,203,-0.0015040221624076366
0,208,10,207,0.0026914000045508146
0,209,10,205,-0.0004337788559496403
0,210,10,98,-1.56881105795037e-05
0,211,10,97,-0.000570870004594326
0,212,10,393,0.00014212295354809612
0,213,10,391,-2.3953711206559092e-05
0,214,10,322,-0.0001659406116232276
0,215,10,410,0.00010730703070294112
0,216,10,287,-1.7821932942752028e-06
0,217,10,273,-0.018086271360516548
0,218,10,335,-0.00011805265239672735
0,219,10,406,-9.666232654126361e-05
0,220,10,313,0.02001957781612873
0,221,10,421,-0.000232326055993326
0,222,10,418,-0.000534516351763159
0,223,10,424,-0.00024762426619417965
0,224,10,422,-0.0003967485681641847
0,225,10,432,-0.00066817068727687
0,226,10,436,-0.000170754618011415
0,227,10,426,-5.415287523646839e-05
0,228,10,423,0.0001980668748728931
0,229,10,427,-0.0003437162085901946
0,230,10,425,-1.2130839422752615e-05
0,231,10,327,-0.00018624390941113234
0,232,10,326,0.00020439831132534891
0,233,10,0,0.027657490223646164
0,234,10,37,7.5565701990854e-05
0,235,10,39,-1.5126333892112598e-05
0,236,10,40,0.00013107295671943575
0,237,10,185,0.0001613046770216897
0,238,10,61,0.00028569228015840054
0,239,10,146,0.0007224810542538762
0,240,10,91,0.0001031444626278244
0,241,10,181,0.00023009524738881737
0,242,10,84,-0.010296267457306385
0,243,10,17,-0.00023558782413601875
0,244,10,11,0.024976497516036034
0,245,10,72,-6.660665349045303e-06
0,246,10,73,6.446698535000905e-07
0,247,10,74,0.00015286153939086944
0,248,10,184,5.156196857569739e-05
0,249,10,77,0.00026515923673287034
0,250,10,90,5.4146075854077935e-05
0,251,10,180,0.00021030653442721814
0,252,10,85,-0.0173959918320179
0,253,10,16,6.602446956094354e-05
0,254,10,12,0.028841860592365265
0,255,10,38,0.0011312763672322035
0,256,10,41,0.00016810785746201873
0,257,10,42,8.902089030016214e-05
0,258,10,96,9.906817285809666e-05
0,259,10,89,1.4873098734824453e-05
0,260,10,179,-0.00012171599519206211
0,261,10,86,0.0003516921424306929
0,262,10,15,1.1015140444214921e-05
0,263,10,13,0.028860928490757942
0,264,10,82,-0.0021254902239888906
0,265,10,81,8.34743186715059e-05
0,266,10,80,3.550378096406348e-05
0,267,10,191,-0.0011300771730020642
0,268,10,78,4.854863800574094e-05
0,269,10,95,0.00042904060683213174
0,270,10,88,8.50055439514108e-05
0,271,10,178,-2.627305184432771e-05
0,272,10,87,0.00037051161052659154
0,273,10,14,0.0003999297332484275
0,274,10,267,0.025316230952739716
0,275,10,269,-0.0009631709544919431
0,276,10,270,-0.0006724914419464767
0,277,10,409,-0.0005403726827353239
0,278,10,291,-0.02324187010526657
0,279,10,375,3.694794941111468e-05
0,280,10,321,-0.00012472071102820337
0,281,10,405,-0.0005700349574908614
0,282,10,314,0.0257094893604517
0,283,10,302,0.023017821833491325
0,284,10,303,-0.00021077181736472994
0,285,10,304,-0.0004249948251526803
0,286,10,408,-0.0026433204766362906
0,287,10,307,1.0622678701111e-06
0,288,10,320,-0.00117247283924371
0,289,10,404,-0.0001811145048122853
0,290,10,315,0.026335006579756737
0,291,10,268,0.025212690234184265
0,292,10,271,-0.0004476349276956171
0,293,10,272,-0.00043135439045727253
0,294,10,325,-0.00030810062889941037
0,295,10,319,-0.0016693304060027003
0,296,10,403,-0.0008425912237726152
0,297,10,316,0.025612592697143555
0,298,10,312,0.026258984580636024
0,299,10,311,-0.00019066344248130918
0,300,10,310,-0.0013700550189241767
0,301,10,415,-0.001529581961221993
0,302,10,308,-0.0013787407660856843
0,303,10,324,-0.0006767177837900817
0,304,10,318,-0.0007153248297981918
0,305,10,402,-0.001187321380712092
0,306,10,317,0.02538713812828064
0,307,10,120,-0.00027361203683540225
0,308,10,119,-0.0013140972005203366
0,309,10,118,0.0013171653263270855
0,310,10,117,0.0036908381152898073
0,311,10,111,0.004466776270419359
0,312,10,116,0.00022786115005146712
0,313,10,123,-0.003715109545737505
0,314,10,147,-0.004521520342677832
0,315,10,187,0.0017022605752572417
0,316,10,36,-0.0002840885426849127
0,317,10,101,-0.001712725032120943
0,318,10,50,-0.002624630695208907
0,319,10,349,-0.0009937629802152514
0,320,10,348,-0.0010202802950516343
0,321,10,347,-0.0029531989712268114
0,322,10,346,-0.00125437683891505
0,323,10,340,-0.001176091842353344
0,324,10,345,-6.270512676564977e-05
0,325,10,352,-0.0006588487885892391
0,326,10,376,0.005110389553010464
0,327,10,411,0.0007077097543515265
0,328,10,266,8.353353041457012e-05
0,329,10,330,-0.0028574438765645027
0,330,10,280,-0.0009706285782158375
0,331,10,32,0.0031441706232726574
0,332,10,208,0.004967859480530024
0,333,10,199,0.014547843486070633
0,334,10,140,-0.0010378104634582996
0,335,10,171,0.0024076392874121666
0,336,10,175,0.010134310461580753
0,337,10,262,-0.0028382434975355864
0,338,10,428,-0.004874531179666519
0,339,10,369,-0.002438922179862857
0,340,10,396,-0.005174862686544657
1,2,109,67,-0.00033675989834591746
1,3,109,103,-0.0005311077111400664
1,4,109,54,-0.0036580823361873627
1,5,109,151,-0.0002576467231847346
1,6,109,108,0.0008362544467672706
1,7,109,69,-0.0001789062371244654
1,8,109,104,-0.0003455932019278407
1,9,109,68,0.0005575552931986749
1,10,109,338,-0.001353571773506701
1,11,109,297,0.00013636368385050446
1,12,109,332,-0.0016318856505677104
1,13,109,284,-0.0035841683857142925
1,14,109,337,0.0018313078908249736
1,15,109,299,-0.00016082395450212061
1,16,109,333,-0.0015280877705663443
1,17,109,298,-0.0036370998714119196
1,18,109,107,0.0024776298087090254
1,19,109,66,-0.002371356589719653
1,20,109,105,6.66405467200093e-05
1,21,109,63,0.0001300363801419735
1,22,109,70,-0.0004302861343603581
1,23,109,55,-0.00018293023458682
1,24,109,65,-0.00023377331672236323
1,25,109,52,-0.002469075843691826
1,26,109,53,0.000832158955745399
1,27,109,46,-0.0016682512359693646
1,28,109,336,0.0016977363266050816
1,29,109,296,-0.000567618350032717
1,30,109,334,-0.002663514344021678
1,31,109,293,-0.0020064287818968296
1,32,109,300,-0.0020396201871335506
1,33,109,285,-0.0006204306846484542
1,34,109,295,-0.003034360473975539
1,35,109,282,-0.0030816139187663794
1,36,109,283,-0.0016163613181561232
1,37,109,276,-0.0012590416008606553
1,38,109,189,0.0026092450134456158
1,39,109,221,-0.0015692301094532013
1,40,109,222,0.0010422127088531852
1,41,109,223,-0.0014119258848950267
1,42,109,224,-0.00010194075730396435
1,43,109,225,-0.001443148823454976
1,44,109,113,-0.0005567818880081177
1,45,109,226,-0.00027769693406298757
1,46,109,31,0.0016856497386470437
1,47,109,228,-0.00014931302575860173
